,EW,SR,IVOL
2012-12-04,-0.002655752151346987,-0.002004978358872256,-0.002812880140001765
2012-12-05,0.0019668562319333366,0.001489157405511697,0.002083253958717681
2012-12-06,0.002384440252647686,0.0031019392247005084,0.002457461408376668
2012-12-07,0.002555515615572556,0.0025652529367548894,0.002741550744091794
2012-12-10,-0.0006550399048874609,-0.0007259705696160807,-0.0007251898349474144
2012-12-11,0.0013872923065679048,0.001972764385373105,0.0013708032076573486
2012-12-12,-2.4441306333303252e-05,-0.0002014224312058342,-5.028238646363989e-06
2012-12-13,-0.0008214000108646173,-0.0014495038048142456,-0.0008199155400872138
2012-12-14,-0.0003968544946190883,-0.0010468175728596376,-0.00032402136156692475
2012-12-17,0.0027352383026302742,0.0037173165906856337,0.002820935258298902
2012-12-18,0.0020014646022810632,0.0029661177883475733,0.0020061972688613736
2012-12-19,-0.0016229775493184953,-0.002400036383195712,-0.0016963115264384304
2012-12-20,0.0016637867461678116,0.0015255359047074656,0.001835036914378747
2012-12-21,-0.0012935845230278703,-0.002119718094726014,-0.0013586017054915862
2012-12-24,-0.0004661154616368926,-0.0006123997561827054,-0.0004677448538339265
2012-12-26,-0.001972660384067734,-0.0029688873769004136,-0.0020061322495530227
2012-12-27,-0.0009059121482184288,-0.000956642007533534,-0.0009455645779459507
2012-12-28,-0.005438227591373263,-0.006833191159554043,-0.005536183477359397
2012-12-31,0.009039483155447555,0.010470184315764339,0.009428524966383734
2013-01-02,0.013076773941853042,0.016655603754872933,0.01350589748110941
2013-01-03,-0.00032400574412153786,-0.0011495103080536148,-0.0002428970511254382
2013-01-04,0.0017021942525521784,0.004566278119435765,0.0017882608688401134
2013-01-07,-0.0023975921247300874,-0.0015432826315086737,-0.0024861289094754387
2013-01-08,0.0003568361743700766,-0.0009256895074451363,0.00045124827555810093
2013-01-09,-0.002286541657865162,0.0017988678676389299,-0.002559028201586595
2013-01-10,-0.0003099074186082453,0.0018865822891742175,-0.0003763605950779139
2013-01-11,-0.000336820964911221,0.0011347770918098752,-0.0005004205244200638
2013-01-14,0.0012730012752229485,-0.00011552600733248876,0.0013504241208645846
2013-01-15,0.002495564276160935,0.000700336966945492,0.0027028532437343737
2013-01-16,0.000701936955438705,0.0005647236351940772,0.0007373585531194771
2013-01-17,0.0004277214865948583,0.0016405777676497945,0.00032776900639800354
2013-01-18,-0.0009934391003584894,0.00037955641110575775,-0.0011013471759239689
2013-01-22,0.0029093926762595035,0.0006736470194796283,0.0030627015477900817
2013-01-23,7.66708237484029e-05,0.0004932404897958529,5.765250471800727e-06
2013-01-24,0.00017577855012414147,-9.069244208561233e-05,0.0002533402254462492
2013-01-25,0.0027019280997819194,0.003294827270264789,0.002825299047052983
2013-01-28,-0.0015553782363504137,-0.0016868419524017902,-0.0016722603098306332
2013-01-29,0.004773814260576416,0.0018366881790250489,0.0050264874065561425
2013-01-30,-0.0015288934478371377,-0.0020136314270110135,-0.0015645810908303196
2013-01-31,-0.0005817285320913145,-0.0010310199303972564,-0.0005692294159235769
2013-02-01,0.0052245677461444226,0.007400146527929292,0.0053385886243705796
2013-02-04,-0.004404266052515332,-0.007199935346615938,-0.004377168802792058
2013-02-05,0.006018706052562333,0.007821228630419714,0.006235110374455245
2013-02-06,0.0013194645161320791,0.00032411513024379875,0.0014258857509475342
2013-02-07,-0.0014622119864674832,-0.0004578403611492673,-0.0015412942283535753
2013-02-08,0.0034253670329563043,0.004552344059008967,0.0034717405971431024
2013-02-11,-0.0002573049049718654,-0.00026442434495989043,-0.00026864167858759987
2013-02-12,0.0006705811910176526,0.0001740145221671454,0.0007864236645090788
2013-02-13,-3.849640511133004e-05,0.00039372050139803135,-0.00010899361321133778
2013-02-14,0.0006563100485249249,0.000509542371216196,0.000745490744431413
2013-02-15,-0.00028172831078251997,-0.0002273241541607395,-0.0003115825842044554
2013-02-19,0.0015963817519052562,0.0021237857435872707,0.0017292254988352067
2013-02-20,-0.0025276416699701906,-0.0034705770494080474,-0.0026326256334538696
2013-02-21,-0.0009866566365906153,-0.0013780860910601912,-0.000984800435502697
2013-02-22,0.001789663133909794,0.0022800912460959923,0.0018569700027015355
2013-02-25,-0.00954264926409821,-0.011182802872002864,-0.00999998248366108
2013-02-26,0.00286652518900341,0.0031556892320948713,0.0029941572757561916
2013-02-27,0.007621777475283794,0.009245766631071038,0.008007154151325161
2013-02-28,-0.0005290846417336376,-0.0005261944754465168,-0.0005330831287955434
2013-03-01,0.001549738449083082,0.00202449355706187,0.001610946607820622
2013-03-04,0.0037304856162683046,0.004689644446147031,0.003912323802492775
2013-03-05,0.0046780299271215195,0.005955014496229735,0.00487845669718258
2013-03-06,0.0009220920744463627,0.0005839710993410372,0.000941516911498329
2013-03-07,0.0019033423286707774,0.0022191519483517213,0.002032566444987756
2013-03-08,0.0009117303986860134,0.0011963905414372695,0.0009197471192044756
2013-03-11,0.0007101931689564386,0.0008504425686260552,0.0007286244508728961
2013-03-12,-0.000178462107899913,-0.00041020706281365065,-0.00016028315823907467
2013-03-13,0.0003905813938929308,0.0006115809464312348,0.0003982329672405985
2013-03-14,0.001318458617478987,0.0012653701688921278,0.001410719513385267
2013-03-15,-0.002488271505758493,-0.0015186216856855656,-0.0027071862472688615
2013-03-18,-0.0017273195886670506,-0.001587814191822603,-0.001836509165091739
2013-03-19,-0.00014280294462279083,-0.00021778384747391118,-0.0001354319375355818
2013-03-20,0.0016328365658726705,0.002482077644145246,0.0016330709444466233
2013-03-21,-0.001961873921685447,-0.0023641218285276435,-0.0020178061878238403
2013-03-22,0.0022003185203053215,0.002977356576646496,0.0022566139104295275
2013-03-25,-0.0029592016800544367,-0.0016641564718338964,-0.0031025524754557856
2013-03-26,0.002966309445377957,0.0035245866160078954,0.0030831854255915785
2013-03-27,-0.000820297402109418,-0.00347314180257468,-0.0008870665828713131
2013-03-28,0.00031057890671631563,0.00037161359955302834,0.0002588625648578185
2013-04-01,-0.00042515680039614475,-0.0005861376817811646,-0.0003873769126491256
2013-04-02,0.004246402612885472,0.005427690391641182,0.004503532042564339
2013-04-03,-0.005227879214535706,-0.0064966393460559255,-0.0055048712864252045
2013-04-04,0.000902874666825258,0.0011044981026172608,0.0009424552338367454
2013-04-05,-0.003504442551097568,-0.004340504305668539,-0.003662476245288102
2013-04-08,0.005166107420848778,0.00435569000163442,0.005480176481849911
2013-04-09,0.0004403481649858943,0.0006400927765362922,0.00041065118101446974
2013-04-10,0.0022616443906212087,0.0030315928816659807,0.002071663784520191
2013-04-11,0.004005601993045572,0.005444996551101559,0.004261404475888937
2013-04-12,0.00014997780958642823,0.0004318831966277365,0.00016161360750112922
2013-04-15,-0.004869368029416912,-0.007048568014665941,-0.00481964677583244
2013-04-16,0.00373585192773779,0.005100963608587969,0.0038174473355650647
2013-04-17,-0.004310494300669018,-0.005166767508472173,-0.004452317837921997
2013-04-18,-0.004076761963659033,-0.0019220646876721354,-0.004280363998353638
2013-04-19,0.002967857792075062,0.003550720485342455,0.003186636990860153
2013-04-22,0.001674339713517418,0.0011797928265850483,0.001750657010929264
2013-04-23,0.002177943305237098,0.003003802618931583,0.0023395157473411173
2013-04-24,-0.002017213800963608,-0.0033034420410006596,-0.002391161737172141
2013-04-25,0.0011349100739005595,0.0014809887862010057,0.0012118939148935317
2013-04-26,-0.001205558108742089,-0.0015335843990785007,-0.0012882942222270414
2013-04-29,0.0025897480784313697,0.0029126829752977343,0.002589674503191686
2013-04-30,0.0008607316729089153,0.0009538163653981399,0.0008092864314000916
2013-05-01,-0.0026294609501227827,-0.0034407289298545923,-0.0026848650054714955
2013-05-02,0.0028792383920085186,0.0037114256156310257,0.0029296211699550915
2013-05-03,0.004433766237433484,0.003986807870442036,0.004609804100587158
2013-05-06,0.002259075601810456,0.0023854608553528674,0.0024007956601637213
2013-05-07,0.0030750767569910978,0.004274481841489616,0.003177836290432974
2013-05-08,0.004464277410935157,0.0059499064354009475,0.00466359333141366
2013-05-09,-0.0008015065004335078,-0.0013120965096459652,-0.0007111927767807318
2013-05-10,-0.0009260691306698911,0.0009250099531487827,-0.0011078535804826908
2013-05-13,0.00032991311616051885,6.125933333549136e-05,0.00034671093562811076
2013-05-14,0.001355366187378027,0.0021705849934846584,0.001143901338160485
2013-05-15,0.000990662843244794,0.0019038614294353618,0.0008831874418246948
2013-05-16,-0.0008424122640123029,-0.0017628172079673752,-0.0008070758626644548
2013-05-17,-0.00018065196386820952,-0.00010116799379612486,-0.00026803343137553803
2013-05-20,-0.0018525959269313351,-0.0017760396073089777,-0.001897795977572881
2013-05-21,0.0008990241855212527,0.001375486806985302,0.0009489582348332676
2013-05-22,-0.0011343855605571718,-0.000521480626723042,-0.0009979206821856637
2013-05-23,-0.00024138200341286946,-0.00017915160938519682,-7.101498614183385e-05
2013-05-24,-0.002079076949148605,0.000629375050892567,-0.0022662550112100255
2013-05-28,0.002552657787460457,0.004063001550583578,0.0025117318866332426
2013-05-29,-0.004833593964664851,-0.00513733702489226,-0.004822523414887708
2013-05-30,0.006802354147345779,0.0039505362760294494,0.007183295010673558
2013-05-31,-0.005399624392858397,-0.008424643246803976,-0.005217672498665058
2013-06-03,0.0009912481311757971,0.002105899543625692,0.0009017542941567368
2013-06-04,-0.0017316783305056497,-0.0019870321719650482,-0.0017542003736375272
2013-06-05,-0.006517717755111578,-0.00953120328920979,-0.006608877067909728
2013-06-06,0.00334519551491274,0.0040062497889893295,0.003428027242528685
2013-06-07,0.008144995563745202,0.009953748335436243,0.008452431211878369
2013-06-10,0.003387762413124713,0.0005320479773857132,0.0036619774179212023
2013-06-11,-0.0019761113321472034,-0.0029510329651746166,-0.0019643074704516123
2013-06-12,-0.0023950235308722242,-0.003996232627703296,-0.0023773106718217923
2013-06-13,0.0038371059408166867,0.005376859858762743,0.003896774065751058
2013-06-14,-0.002050904758413736,-0.0029561081341092947,-0.002116910690527925
2013-06-17,0.0013290211512050679,0.002666431838337884,0.0012450432314074515
2013-06-18,0.0013386101755052033,0.0023113939715778136,0.0012783805668299345
2013-06-19,-0.001887790071631147,-0.004482402863622841,-0.0016797843809595971
2013-06-20,-0.0038949329649129957,-0.008358824245148031,-0.00356936859747079
2013-06-21,-0.0005498514996049419,0.0008368712866962883,-0.0007383881297315882
2013-06-24,-0.0020528162033958907,-0.0023455054076892733,-0.002163759038956054
2013-06-25,0.0036698067020918316,0.004360639549630433,0.00375807892282691
2013-06-26,0.0053763376911554585,0.007186235277058824,0.005536089424388935
2013-06-27,0.003534530955367319,0.004773062779266423,0.003628766331588187
2013-06-28,-0.001439115813398954,-0.0020530398381755203,-0.0014460921339632072
2013-07-01,0.0024742102436135344,0.003809887195026138,0.0024561380004149477
2013-07-02,0.0014488928074509236,0.0006964424290458582,0.0014537705489080027
2013-07-03,0.0008618255207153936,0.0012560357269640414,0.0008905772568365513
2013-07-05,0.0044830288089274615,0.00550815493595477,0.004583575593586335
2013-07-08,0.004929296094260666,0.006399952642343174,0.0051807244802217
2013-07-09,0.002464963675958587,0.0031295918492625827,0.002510722321563852
2013-07-10,0.0003572411355015898,0.0006809651276948911,0.0003390544964067979
2013-07-11,0.00332930396349734,0.005107430663173712,0.003309579169803882
2013-07-12,4.280354514376772e-05,0.0007651655343092844,-3.273638518955817e-05
2013-07-15,-0.0012887425232003525,-0.0002556360428277693,-0.0013454513452275446
2013-07-16,-0.0005500588727597077,-0.0006869404844625633,-0.0005287031334234892
2013-07-17,0.00049646422537943,0.0019332193438016737,0.0005021924961680057
2013-07-18,0.003594282632420398,0.0025646030661466463,0.0037950310832530897
2013-07-19,-0.0012003019126321812,-0.0019280640462636341,-0.0012396157010319097
2013-07-22,0.001045023382998906,0.0015763036461978544,0.0012298676221115853
2013-07-23,-0.0021130002525752306,-0.0032050694936160496,-0.002192076627345031
2013-07-24,0.003921836144501414,0.0052923059301158365,0.004215530390695315
2013-07-25,-0.0007453097257019309,-0.000871662188808527,-0.0008662744243564955
2013-07-26,0.0006880533132616767,0.001129679046326727,0.000703293056025121
2013-07-29,-0.003833106690298068,-0.0011991441038288557,-0.004063395887491609
2013-07-30,-0.0025637784254298676,0.0023361393118672166,-0.0027032760207419803
2013-07-31,0.0020792048991367137,0.0009842570446757808,0.002192858214771883
2013-08-01,0.004768062577097866,0.0077801448484713575,0.004880573287016857
2013-08-02,0.001300973441373449,0.0033666360223371774,0.0013321798337885497
2013-08-05,-0.002272546597401636,-0.00012956747917538573,-0.0024204029795860337
2013-08-06,-0.002395122726300179,-0.004763800385749488,-0.002394816955461336
2013-08-07,-0.0028132826310924564,-0.003280802532601292,-0.0029191377465696616
2013-08-08,0.001280255031643487,0.0014007333950358974,0.001267380602760217
2013-08-09,-0.0015174394805174626,-0.002521261057150707,-0.001549138077192275
2013-08-12,0.00152712198145656,0.002137737138785455,0.0016754850559228174
2013-08-13,0.004036578293773856,0.005768581565816624,0.004181302575561795
2013-08-14,0.0001857368854184954,-0.00038607276167956106,0.00033380842624707095
2013-08-15,-0.002863455861654526,-0.0053561933877877945,-0.002719915656030563
2013-08-16,0.0011956348325234552,-0.0001613321213036712,0.001363802765933569
2013-08-19,-0.0010495884739440122,-0.001181347947925706,-0.0010731836824311803
2013-08-20,0.0005786673136834301,0.0006831077477283697,0.0005318744235344198
2013-08-21,-0.0014188752199537794,-0.002399702013835244,-0.001371572993236371
2013-08-22,0.0010074155046861312,0.0025804389125992063,0.0008898257099130161
2013-08-23,-0.003274156262643659,0.0009237947238923025,-0.003624961475957546
2013-08-26,-0.0007033192553872839,-2.7815226719333995e-05,-0.0005148124698625466
2013-08-27,-0.0044157254324411616,-0.010029793558617163,-0.004278661276029469
2013-08-28,0.0020203824456293674,0.0018235190569721382,0.002157031605783877
2013-08-29,0.0015988103475126233,0.0026249870291721487,0.0016007702683464183
2013-08-30,-0.0026791875264482283,-0.0034093223392457467,-0.002801122051137517
2013-09-03,0.003721730729698938,0.004597769700512931,0.0038575543543345366
2013-09-04,0.005822163284777034,0.008124462703717228,0.006014791200282654
2013-09-05,0.00014917503276977995,0.00016503611913919853,0.00011133244588817553
2013-09-06,-0.0011412845101644088,0.0014834068041921183,-0.0012500440894323902
2013-09-09,0.005884354953839356,0.007924258840321526,0.005985367828000229
2013-09-10,0.0021071612629241262,0.0018235581236853665,0.002050105020030999
2013-09-11,-0.0028663692181456956,-0.004068082026064972,-0.003098701822783634
2013-09-12,0.0005068542320728597,0.0004034280579119945,0.0005238484769362128
2013-09-13,-0.0006354249420734774,-0.0008157604792702789,-0.0006377583227128249
2013-09-16,-0.0009229310606476062,-0.001479861218299906,-0.0010726791665299881
2013-09-17,0.0016590517769316368,0.002526625055358709,0.0017161434661685218
2013-09-18,0.0037896473327483546,0.005604876186581909,0.0038719510697704006
2013-09-19,0.0005105974126657128,0.0010233737614092368,0.0005215674491707292
2013-09-20,-0.003788454017953189,-0.002749008300729609,-0.0039550156883396415
2013-09-23,0.0016727117338380117,0.002378851412463651,0.0018012194789327638
2013-09-24,-0.003491125949057966,-0.0017413988984999766,-0.0037968392251240633
2013-09-25,-0.0038624030897990943,-0.0029211344761834275,-0.004228895942818263
2013-09-26,0.0017809294531005483,0.004228653376890767,0.001845170794774113
2013-09-27,-0.0031389425051324697,-0.002342314463812702,-0.0033799190984509526
2013-09-30,-0.0024022516939635175,-0.00498405503498458,-0.00251946417138926
2013-10-01,0.005226190573276885,0.007600957096868303,0.0055147981245589825
2013-10-02,-3.0887210755390886e-05,0.0003226731896834021,-6.71793931006109e-05
2013-10-03,-0.004993247793711661,-0.006724406772432124,-0.005275214105177344
2013-10-04,0.002565517067947128,0.0037123101943924318,0.0026451360450584905
2013-10-07,-0.003313925262484127,-0.0045084530889694125,-0.003553337167167753
2013-10-08,-0.006468281195022573,-0.009084649829945082,-0.006736742120113575
2013-10-09,0.0005794806879101316,0.0005618035588698232,0.0006455365814144965
2013-10-10,0.007316822231067644,0.008545695377174785,0.007738747711497458
2013-10-11,0.0016999260052554634,0.002585664832490176,0.0017043554055812306
2013-10-14,0.0008726726275351059,0.0016540467446490245,0.000850639449581003
2013-10-15,-0.001323799796780168,-0.0018955108088066573,-0.001311747927620698
2013-10-16,0.0037499629985482228,0.005143018893990443,0.0038406593418342273
2013-10-17,0.00031713228675745944,0.0027834335457600614,0.0002536302957532919
2013-10-18,-0.0009603008078451164,0.0031768760969779924,-0.0012953074479439867
2013-10-21,0.002128649615539152,0.0026738917081521522,0.002259407913979038
2013-10-22,0.002385937738631302,0.0016240886818654145,0.0024004224654934304
2013-10-23,-5.744092350329198e-06,-0.00041758584741873983,0.00011721394960290784
2013-10-24,0.0018812890927310097,0.002651528763674155,0.0019445136798664437
2013-10-25,0.002058922971942212,0.002766647921605844,0.0017100703058526166
2013-10-28,0.0014412663946312826,0.002051982914252554,0.0015619967761420024
2013-10-29,0.0016246029623642462,0.002044627955406156,0.001656165507885432
2013-10-30,-0.0018290779075260228,-0.0016294231736851674,-0.001883959584985385
2013-10-31,-0.000324884918748132,-0.0028394170493549597,-0.00022381998550151898
2013-11-01,0.0006701410940333304,0.001163290635551425,0.0006187175327331645
2013-11-04,0.001374646075142365,0.0017356212030255444,0.001455332473897402
2013-11-05,-0.001103801975287969,-0.0012668722552733342,-0.0011469492081527034
2013-11-06,-0.0009250065958867176,-0.0018085298506395396,-0.001058278123920668
2013-11-07,-0.005620829335048973,-0.00796839581116818,-0.0057206877779803515
2013-11-08,0.006995939954621665,0.009793815249455596,0.007083209967187599
2013-11-11,-8.104163594457516e-06,-8.478860390250689e-05,3.1181764364903293e-06
2013-11-12,0.0011641486350152783,0.000816920311145983,0.0012938434907624281
2013-11-13,0.004965114812395382,0.002732111480318506,0.005012348208372075
2013-11-14,0.00246433779390101,0.003389350222759617,0.0026000538058009227
2013-11-15,0.00042281781498023865,0.0005879480012306209,0.00043573958639779814
2013-11-18,0.0034354917669205103,-0.0021584909364262177,0.0037659348940434173
2013-11-19,-0.00042951275469550027,-0.0007679971403336216,-0.00040205303802039996
2013-11-20,-0.0013955136746135136,-0.0020079261906513707,-0.001447761789186896
2013-11-21,0.0030829327147970493,0.0037438572230525722,0.003195475417550852
2013-11-22,0.0010005854352735078,0.001470753488290608,0.0009957223507973184
2013-11-25,0.0016652739215639613,0.0022936709307153666,0.0017590147872605616
2013-11-26,0.002046450816698493,0.0030989558637991355,0.002134911666618397
2013-11-27,0.0029796223069999705,0.004420350327394961,0.0030648304640824636
2013-11-29,0.0004942135468603892,0.001430319628921956,0.0004713785727387051
2013-12-02,-0.0021961192647825365,-0.003197466222036452,-0.0022809358638672017
2013-12-03,0.0005450826004004616,0.0007306834635946467,0.0006731226823892606
2013-12-04,-0.0026723507577176954,1.0068208112972411e-05,-0.002878605495294824
2016-01-25,-0.0015077302954146028,-0.002211292780262804,-0.0014333082227658501
2016-01-26,0.004541573732594035,0.004485334258689529,0.004446967544465847
2016-01-27,-0.0021205907655610623,-2.845627775914343e-05,-0.002110312113315351
2016-01-28,0.0049037533636408235,0.0016911991672336488,0.004735970915922377
2016-01-29,0.007816192480835569,0.006091752028223818,0.007625556997828942
2016-01-30,-2.0995367065787188e-05,-3.825007743455092e-05,-2.7046527636534228e-05
2016-01-31,-0.00016390953161087487,-0.00029861598783826113,-0.00021115056777592435
2016-02-01,0.00040281518142779753,1.9196968675897115e-05,0.00042404862074064606
2016-02-02,-0.005269736939688184,-0.00639831369051588,-0.005354065563335331
2016-02-03,-1.0527929915961836e-05,0.0024150224400957274,-5.6822412305602575e-06
2016-02-04,0.00011652969034136061,0.0024346100417275787,0.00018271873754129194
2016-02-05,-0.008393204963452704,-0.006453445939415152,-0.00807601791276669
2016-02-06,-0.00016932558271256487,-0.00030848313487979626,-0.00021812760110636058
2016-02-07,1.6641648477038875e-06,3.0318324080296192e-06,2.1438006015392517e-06
2016-02-08,-0.005110687458162663,-0.005222237087265866,-0.005012487244342216
2016-02-09,7.835779579729976e-05,0.0001894283829703112,0.00010420169817199377
2016-02-10,0.0014605033040248462,0.0019932015395203702,0.0014209744117634321
2016-02-11,-0.0003122186133172514,-0.00046519319622806123,-0.00036494704288803786
2016-02-12,0.0026484482806205744,0.003730107128205688,0.0028174385793500257
2016-02-13,0.000139693696810583,0.000254498752195221,0.00017995538823390453
2016-02-14,0.0002789063852002604,0.0005081211868062502,0.00035929113464355973
2016-02-15,-0.00012182723365021293,-0.0002219490188552727,-0.00015693955868827558
2016-02-16,0.001085075263734133,0.0019032182514210425,0.0010540236123229502
2016-02-17,0.001262574885388966,0.0021647732320643764,0.0012353289692514959
2016-02-18,0.0005184611203095568,0.0004584572783057027,0.0005651585567102156
2016-02-19,0.00046020088191346697,0.0005628918384795079,0.0003695136401758226
2016-02-20,0.0002780501051899655,0.0005065611866120737,0.0003581880626710391
2016-02-21,2.640068052713139e-05,4.80976622758443e-05,3.40097285874053e-05
2016-02-22,6.113760951964418e-05,0.0005367078740095969,0.00016084665871796158
2016-02-23,0.0005740092388856343,0.00019218479594353415,0.00036042445598357
2016-02-24,0.0004702364830843937,0.00014802569486797342,0.0005109826366243192
2016-02-25,0.003859470798358894,0.002666066252797737,0.0037492100131881387
2016-02-26,0.0005937355054616963,0.00047905437087284987,0.0006175117570382
2016-02-27,6.03492079107521e-06,1.0994624997348348e-05,7.774269982928296e-06
2016-02-28,1.6882907180283912e-05,3.0757857433152864e-05,2.174879887576143e-05
2016-02-29,-0.0015238925536157312,-0.0013752737065258836,-0.001378910912419862
2016-03-01,0.009007963684124853,0.005695505630718012,0.008776917876251535
2016-03-02,0.0003368796727755992,0.0008071948588983724,0.0002524712111882369
2016-03-03,0.0010187211845909116,0.0016196604364270531,0.0009806031015412097
2016-03-04,0.001317677337848763,0.0012265069098156888,0.0011984537050432477
2016-03-05,-0.00018880439839288497,-0.00034397030715789875,-0.00024322048588298504
2016-03-06,0.00013272824419224654,0.00024180885250529264,0.00017098239404178113
2016-03-07,-0.0017717333113408328,-0.0008158833631788245,-0.001670455289295167
2016-03-08,-0.0017851859452255637,-0.0015088361596444157,-0.001699600727067552
2016-03-09,0.0002003445996197971,0.0005336186777155025,0.0001868723541894848
2016-03-10,0.00010202500378775358,0.00019012410495730886,0.00010942744585841667
2016-03-11,0.001057680973764182,0.0017450350891775007,0.0009934596070626269
2016-03-12,-0.00018280792783011542,-0.00033304573210087577,-0.00023549574802584627
2016-03-13,4.526883100788352e-05,8.247230381814823e-05,5.831594585090497e-05
2016-03-14,0.00036096685356547085,0.0005363331330741783,0.0003634364818445318
2016-03-15,-0.0006915619050047523,-0.0008166888730214697,-0.0006211018810210473
2016-03-16,-0.0006745576367271617,-0.0006685927507126463,-0.0006007174361523649
2016-03-17,0.0004743776029704044,0.001006864867687662,0.000557880517939624
2016-03-18,0.0002836555428226768,2.10207525738212e-05,3.39133533493996e-05
2016-03-19,2.0652579291347335e-05,3.762557494908079e-05,2.660494359631226e-05
2016-03-20,8.409445636339632e-05,0.0001532061553216655,0.00010833166340865032
2016-03-21,-5.0920247464719374e-06,-4.455295285951922e-05,-1.9010870777771506e-05
2016-03-22,0.00011658379435648787,4.418498632048326e-05,0.00014695150054645984
2016-03-23,-0.0007386553155105095,-0.0008155512202934639,-0.0006635749991711474
2016-03-24,-2.9224592155619695e-06,-4.3120603812382276e-05,-2.640150729121909e-05
2016-03-25,2.3540044495700752e-05,4.288605776464754e-05,3.0324616951122815e-05
2016-03-26,2.5116262057492715e-05,4.5757664800777304e-05,3.23551226199504e-05
2016-03-27,0.0002974644173944211,0.0005419308442528333,0.00038319785316133097
2016-03-28,-0.0001877232624035051,-0.00016231157040757116,-0.00021037751977178286
2016-03-29,0.000270198091561376,-0.0019496804987001889,0.0001607229611052946
2016-03-30,0.004307644784490233,0.004281050190427044,0.0042571677440218295
2016-03-31,-0.0011216505971516878,-0.0008201570298523357,-0.0010746859060526523
2016-04-01,0.0026598564869471197,0.0020121582333954115,0.0026916664973872205
2016-04-02,0.00010674845490112144,0.00019447798427112047,0.000137514863474108
2016-04-03,1.1270612776478913e-06,2.0533187635364347e-06,1.451896215886824e-06
2016-04-04,-0.001020839127108568,-0.0006500594568995845,-0.0010241805724270552
2016-04-05,-0.003609766899257085,-0.002733501793951169,-0.003690567487297829
2016-04-06,0.004162641113722741,0.0029561558334039078,0.004116180379357704
2016-04-07,-0.006472949245485007,-0.005651642453493151,-0.00632142386715756
2016-04-08,0.00037908273209288364,0.0004321654690479621,0.00035013835523124367
2016-04-09,-3.8470353264112044e-05,-7.008660466263884e-05,-4.95580510445355e-05
